
ACE v2.6 

  instance
    name:SameQueensKnights-b-25_c24
    args:/work/19333037_787/SameQueensKnights-b-25_c24.xml -rr=true -rlog=false -npc=true

 ...Parsing /work/19333037_787/SameQueensKnights-b-25_c24.xml

 ...Loading variables

 ...Loading constraints

  domains
    types:21  values:113,709  sizes:[2:1250,3:625,5:4,7:8...181:24,185:16,189:8,193:1]
  variables
    count:3,127  auxiliary:1,250  arrays:[x:625,aux_gb:1250,_ax_:1250]  degrees:[2:2500,3:2,78:4,79:8...102:24,104:16,106:8,108:1]
  constraints
    count:3,754  specific:3,754  postponable:2  groups:2  arities:[2:2502,3:4,4:8,5:88...93:16,95:8,97:1,626:2]
    objective:[SumSimpleGE,SumSimpleLE]
    non_unary:[LogicTree:1250,Reif2EQ:1250,STR0a-Table:12,SumWeightedEQ:1240]
    tables:[9:4,27:8]  tuples:252
    extStructures:(12,shared:0)
    wck:1.14  cpu:1.533  mem:671M88
  objective
    way:max  type:SumSimpleGE  arity:2  bounds:0..50

 ...Building solver

  solver
    nNotAC:1,240  decoder:Decoder1
    wck:1.22  cpu:1.601  mem:721M420

  preprocessing
    entailed:2  values:113,709  unsat:false
    wck:0.011  cpu:1.613  mem:721M420

  search
o 0   1.51  ham=0 (0 0 0 0)  opth=0
o 1   1.51  ham=77 (1 74 1 1)  opth=1
o 2   1.52  ham=131 (2 124 2 3)  opth=2
o 3   1.52  ham=79 (1 76 1 1)  opth=1
o 4   1.53  ham=79 (1 76 1 1)  opth=1
o 5   1.53  ham=79 (1 76 1 1)  opth=1
o 6   1.54  ham=79 (1 76 1 1)  opth=1
o 7   1.54  ham=79 (1 76 1 1)  opth=1
o 8   1.55  ham=79 (1 76 1 1)  opth=1
o 9   1.55  ham=79 (1 76 1 1)  opth=1
o 10   1.56  ham=79 (1 76 1 1)  opth=1
    run1  dpts:615..625  robin:PickOnDom-First  effs:64,282  asgs:(653,noefs=0,fails=9)  fails:9  wrgs:10  wck:0.34  ngds:2  sols:11  bounds:11..50
o 25   2.14  ham=696 (35 625 1 35)  opth=1
o 26   2.26  ham=194 (3 187 1 3)  opth=1
o 27   2.76  ham=380 (8 362 1 9)  opth=1
o 28   2.88  ham=474 (13 447 1 13)  opth=1
o 29   3.01  ham=294 (11 271 1 11)  opth=1
    run2  dpts:20..29  robin:WdegOnDom-Last  effs:417,996  asgs:(159,noefs=3,fails=50)  fails:59  wrgs:89  wck:2.02  ngds:9  sols:16  bounds:30..50
o 30   3.37  ham=874 (56 759 2 57)  opth=2
o 31   3.39  ham=424 (10 401 2 11)  opth=2
o 32   3.39  ham=221 (3 214 1 3)  opth=1
o 33   3.39  ham=97 (1 94 1 1)  opth=1
    run3  dpts:37..51  robin:FrbaOnDom-Rand  effs:490,907  asgs:(179,noefs=1,fails=50)  fails:109  wrgs:192  wck:2.20  ngds:11  sols:20  bounds:34..50
    run4  dpts:586..610  robin:Wdeg-First  effs:678,534  asgs:(971,noefs=4,fails=50)  fails:159  wrgs:540  wck:2.71  ngds:18  sols:20  bounds:34..50
    run5  dpts:20..30  robin:PickOnDom-Last  effs:791,531  asgs:(117,noefs=1,fails=52)  fails:211  wrgs:603  wck:3.31  ngds:25  sols:20  bounds:34..50
    run6  dpts:32..58  robin:WdegOnDom-Rand  effs:865,335  asgs:(190,noefs=1,fails=55)  fails:266  wrgs:702  wck:3.46  ngds:30  sols:20  bounds:34..50
    run7  dpts:1187..1209  robin:FrbaOnDom-First  effs:1,017,917  asgs:(1409,noefs=3,fails=57)  fails:323  wrgs:892  wck:4.02  ngds:35  sols:20  bounds:34..50
    run8  dpts:23..32  robin:Wdeg-Last  effs:1,139,346  asgs:(151,noefs=2,fails=60)  fails:383  wrgs:963  wck:4.70  ngds:53  sols:20  bounds:34..50
    run9  dpts:54..72  robin:PickOnDom-Rand  effs:1,478,478  asgs:(197,noefs=7,fails=63)  fails:446  wrgs:1,070  wck:5.98  ngds:64  sols:20  bounds:34..50
    run10  dpts:1200..1214  robin:WdegOnDom-First  effs:1,647,105  asgs:(1441,noefs=0,fails=67)  fails:513  wrgs:1,252  wck:6.44  ngds:69  sols:20  bounds:34..50
    run11  dpts:20..32  robin:FrbaOnDom-Last  effs:1,714,375  asgs:(158,noefs=17,fails=70)  fails:583  wrgs:1,365  wck:6.59  ngds:85  sols:20  bounds:34..50
    run12  dpts:24..37  robin:Wdeg-Rand  effs:1,761,400  asgs:(238,noefs=4,fails=73)  fails:656  wrgs:1,503  wck:6.76  ngds:89  sols:20  bounds:34..50
    run13  dpts:633..646  robin:PickOnDom-First  effs:1,930,456  asgs:(899,noefs=9,fails=77)  fails:733  wrgs:1,749  wck:7.15  ngds:91  sols:20  bounds:34..50
 ...Starting SOS
o 34   8.50  ham=83 (1 80 1 1)  opth=1
o 36   8.52  ham=289 (6 276 1 6)  opth=1
o 38   8.53  ham=238 (4 228 2 4)  opth=2
o 39   8.53  ham=79 (1 76 1 1)  opth=1
o 40   8.53  ham=79 (1 76 1 1)  opth=1
    run14  dpts:139..165  robin:WdegOnDom-Last  effs:2,037,377  asgs:(405,noefs=16,fails=81)  fails:814  wrgs:1,918  wck:7.41  ngds:94  sols:25  bounds:41..50
    run15  dpts:135..160  robin:FrbaOnDom-Rand  effs:2,096,802  asgs:(243,noefs=13,fails=50)  fails:864  wrgs:2,007  wck:7.64  ngds:103  sols:25  bounds:41..50
    run16  dpts:132..149  robin:Wdeg-First  effs:2,174,167  asgs:(274,noefs=5,fails=52)  fails:916  wrgs:2,106  wck:7.87  ngds:106  sols:25  bounds:41..50
    run17  dpts:181..201  robin:PickOnDom-Last  effs:2,269,500  asgs:(316,noefs=20,fails=55)  fails:971  wrgs:2,216  wck:8.20  ngds:110  sols:25  bounds:41..50
    run435  dpts:33..83  robin:FrbaOnDom-Rand  effs:505,472,967  asgs:(5914,noefs=102,fails=2588)  fails:349,454  wrgs:759,470  wck:1070.5  ngds:3,137  sols:27  bounds:43..50
    run436  dpts:81..106  robin:Wdeg-First  effs:510,484,422  asgs:(7598,noefs=1,fails=2718)  fails:352,172  wrgs:765,809  wck:1078.4  ngds:3,143  sols:27  bounds:43..50
    run437  dpts:83..119  robin:PickOnDom-Last  effs:515,667,955  asgs:(10166,noefs=9,fails=2854)  fails:355,026  wrgs:773,928  wck:1092.8  ngds:3,146  sols:27  bounds:43..50
    run438  dpts:166..203  robin:WdegOnDom-Rand  effs:520,631,399  asgs:(10479,noefs=364,fails=2996)  fails:358,022  wrgs:781,324  wck:1101.2  ngds:3,153  sols:27  bounds:43..50
    run439  dpts:167..193  robin:FrbaOnDom-First  effs:523,372,355  asgs:(7324,noefs=209,fails=3146)  fails:361,168  wrgs:786,794  wck:1105.6  ngds:3,160  sols:27  bounds:43..50
    run440  dpts:51..164  robin:Wdeg-Last  effs:528,338,446  asgs:(9229,noefs=42,fails=3304)  fails:364,472  wrgs:793,809  wck:1116.6  ngds:3,169  sols:27  bounds:43..50
    run441  dpts:41..69  robin:PickOnDom-Rand  effs:531,054,886  asgs:(7413,noefs=167,fails=3469)  fails:367,941  wrgs:799,134  wck:1121.0  ngds:3,183  sols:27  bounds:43..50
    run442  dpts:627..686  robin:WdegOnDom-First  effs:537,591,234  asgs:(13455,noefs=98,fails=3642)  fails:371,583  wrgs:809,217  wck:1131.6  ngds:3,187  sols:27  bounds:43..50
    run443  dpts:382..422  robin:FrbaOnDom-Last  effs:540,145,947  asgs:(7935,noefs=265,fails=3824)  fails:375,407  wrgs:814,711  wck:1137.3  ngds:3,200  sols:27  bounds:43..50
    run444  dpts:50..83  robin:Wdeg-Rand  effs:547,068,024  asgs:(11526,noefs=7,fails=4016)  fails:379,423  wrgs:824,110  wck:1150.2  ngds:3,209  sols:27  bounds:43..50
    run445  dpts:66..116  robin:PickOnDom-First  effs:555,599,686  asgs:(16296,noefs=16,fails=4216)  fails:383,639  wrgs:839,440  wck:1175.0  ngds:3,214  sols:27  bounds:43..50
    run446  dpts:185..293  robin:WdegOnDom-Last  effs:561,970,812  asgs:(12966,noefs=156,fails=4427)  fails:388,066  wrgs:848,171  wck:1186.6  ngds:3,225  sols:27  bounds:43..50
    run447  dpts:226..282  robin:FrbaOnDom-Rand  effs:566,263,427  asgs:(10385,noefs=219,fails=4649)  fails:392,715  wrgs:856,358  wck:1198.6  ngds:3,235  sols:27  bounds:43..50
    run448  dpts:48..78  robin:Wdeg-First  effs:573,176,930  asgs:(13219,noefs=702,fails=4881)  fails:397,596  wrgs:867,816  wck:1209.6  ngds:3,240  sols:27  bounds:43..50
    run449  dpts:23..50  robin:PickOnDom-Last  effs:576,862,456  asgs:(10646,noefs=228,fails=5125)  fails:402,721  wrgs:875,024  wck:1217.1  ngds:3,254  sols:27  bounds:43..50
    run450  dpts:517..648  robin:WdegOnDom-Rand  effs:592,506,833  asgs:(18996,noefs=5,fails=5382)  fails:408,103  wrgs:888,810  wck:1249.0  ngds:3,257  sols:27  bounds:43..50
 ...resetting restart cutoff to 75
    run451  dpts:58..72  robin:FrbaOnDom-First  effs:592,631,990  asgs:(255,noefs=0,fails=75)  fails:408,178  wrgs:888,978  wck:1249.4  ngds:3,262  sols:27  bounds:43..50
    run452  dpts:57..81  robin:Wdeg-Last  effs:592,736,791  asgs:(295,noefs=2,fails=78)  fails:408,256  wrgs:889,133  wck:1249.8  ngds:3,273  sols:27  bounds:43..50
    run453  dpts:32..46  robin:PickOnDom-Rand  effs:592,838,967  asgs:(218,noefs=0,fails=82)  fails:408,338  wrgs:889,275  wck:1250.1  ngds:3,278  sols:27  bounds:43..50
    run454  dpts:151..222  robin:WdegOnDom-First  effs:593,124,313  asgs:(533,noefs=6,fails=86)  fails:408,424  wrgs:889,604  wck:1250.6  ngds:3,280  sols:27  bounds:43..50
    run455  dpts:66..87  robin:FrbaOnDom-Last  effs:593,219,064  asgs:(251,noefs=1,fails=91)  fails:408,515  wrgs:889,729  wck:1251.0  ngds:3,300  sols:27  bounds:43..50
    run456  dpts:57..84  robin:Wdeg-Rand  effs:593,352,463  asgs:(360,noefs=1,fails=95)  fails:408,610  wrgs:889,938  wck:1251.5  ngds:3,305  sols:27  bounds:43..50
    run457  dpts:31..60  robin:PickOnDom-First  effs:593,483,773  asgs:(302,noefs=0,fails=100)  fails:408,710  wrgs:890,170  wck:1251.9  ngds:3,308  sols:27  bounds:43..50
    run458  dpts:153..168  robin:WdegOnDom-Last  effs:593,661,863  asgs:(517,noefs=0,fails=105)  fails:408,815  wrgs:890,424  wck:1252.3  ngds:3,312  sols:27  bounds:43..50
    run459  dpts:60..85  robin:FrbaOnDom-Rand  effs:593,874,982  asgs:(309,noefs=2,fails=110)  fails:408,925  wrgs:890,612  wck:1252.9  ngds:3,318  sols:27  bounds:43..50
    run460  dpts:58..81  robin:Wdeg-First  effs:594,064,300  asgs:(415,noefs=0,fails=116)  fails:409,041  wrgs:890,878  wck:1253.4  ngds:3,328  sols:27  bounds:43..50
    run461  dpts:28..43  robin:PickOnDom-Last  effs:594,173,992  asgs:(278,noefs=11,fails=122)  fails:409,163  wrgs:891,051  wck:1253.7  ngds:3,333  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run462  dpts:126..146  robin:WdegOnDom-Rand  effs:594,397,774  asgs:(563,noefs=0,fails=128)  fails:409,291  wrgs:891,360  wck:1254.2  ngds:3,335  sols:27  bounds:43..50
    run463  dpts:36..53  robin:FrbaOnDom-First  effs:594,571,319  asgs:(408,noefs=8,fails=134)  fails:409,425  wrgs:891,640  wck:1254.5  ngds:3,341  sols:27  bounds:43..50
    run464  dpts:131..147  robin:Wdeg-Last  effs:594,804,944  asgs:(537,noefs=4,fails=141)  fails:409,566  wrgs:891,962  wck:1255.0  ngds:3,344  sols:27  bounds:43..50
    run465  dpts:134..161  robin:PickOnDom-Rand  effs:595,060,811  asgs:(644,noefs=1,fails=148)  fails:409,714  wrgs:892,381  wck:1255.6  ngds:3,350  sols:27  bounds:43..50
    run466  dpts:163..190  robin:WdegOnDom-First  effs:595,320,696  asgs:(693,noefs=20,fails=155)  fails:409,869  wrgs:892,775  wck:1256.1  ngds:3,359  sols:27  bounds:43..50
    run467  dpts:241..256  robin:FrbaOnDom-Last  effs:595,551,725  asgs:(589,noefs=11,fails=163)  fails:410,032  wrgs:893,035  wck:1256.5  ngds:3,368  sols:27  bounds:43..50
    run468  dpts:108..125  robin:Wdeg-Rand  effs:595,740,327  asgs:(501,noefs=6,fails=171)  fails:410,203  wrgs:893,343  wck:1256.9  ngds:3,376  sols:27  bounds:43..50
    run469  dpts:82..103  robin:PickOnDom-First  effs:596,104,307  asgs:(705,noefs=15,fails=180)  fails:410,383  wrgs:893,896  wck:1257.8  ngds:3,381  sols:27  bounds:43..50
    run470  dpts:819..837  robin:WdegOnDom-Last  effs:596,298,388  asgs:(1333,noefs=1,fails=189)  fails:410,572  wrgs:894,247  wck:1258.2  ngds:3,384  sols:27  bounds:43..50
    run471  dpts:166..185  robin:FrbaOnDom-Rand  effs:596,449,960  asgs:(541,noefs=20,fails=198)  fails:410,770  wrgs:894,562  wck:1258.5  ngds:3,393  sols:27  bounds:43..50
    run472  dpts:124..149  robin:Wdeg-First  effs:597,060,490  asgs:(841,noefs=5,fails=208)  fails:410,978  wrgs:895,151  wck:1260.4  ngds:3,397  sols:27  bounds:43..50
    run473  dpts:40..57  robin:PickOnDom-Last  effs:597,272,020  asgs:(549,noefs=30,fails=219)  fails:411,197  wrgs:895,553  wck:1260.9  ngds:3,400  sols:27  bounds:43..50
    run474  dpts:160..187  robin:WdegOnDom-Rand  effs:597,620,004  asgs:(948,noefs=2,fails=230)  fails:411,427  wrgs:896,129  wck:1261.5  ngds:3,406  sols:27  bounds:43..50
    run475  dpts:302..332  robin:FrbaOnDom-First  effs:597,852,256  asgs:(875,noefs=23,fails=241)  fails:411,668  wrgs:896,620  wck:1262.2  ngds:3,414  sols:27  bounds:43..50
    run476  dpts:41..68  robin:Wdeg-Last  effs:598,346,869  asgs:(908,noefs=2,fails=253)  fails:411,921  wrgs:897,258  wck:1263.3  ngds:3,419  sols:27  bounds:43..50
    run477  dpts:43..67  robin:PickOnDom-Rand  effs:598,656,886  asgs:(690,noefs=5,fails=266)  fails:412,187  wrgs:897,746  wck:1263.9  ngds:3,421  sols:27  bounds:43..50
    run478  dpts:813..838  robin:WdegOnDom-First  effs:599,083,616  asgs:(1829,noefs=16,fails=280)  fails:412,467  wrgs:898,546  wck:1264.8  ngds:3,425  sols:27  bounds:43..50
    run479  dpts:81..96  robin:FrbaOnDom-Last  effs:599,272,562  asgs:(619,noefs=26,fails=294)  fails:412,761  wrgs:898,940  wck:1265.2  ngds:3,432  sols:27  bounds:43..50
    run480  dpts:59..73  robin:Wdeg-Rand  effs:599,732,776  asgs:(772,noefs=12,fails=308)  fails:413,069  wrgs:899,507  wck:1266.0  ngds:3,439  sols:27  bounds:43..50
    run481  dpts:65..85  robin:PickOnDom-First  effs:600,434,656  asgs:(1140,noefs=11,fails=324)  fails:413,393  wrgs:900,497  wck:1267.8  ngds:3,445  sols:27  bounds:43..50
    run482  dpts:231..250  robin:WdegOnDom-Last  effs:600,976,960  asgs:(1236,noefs=5,fails=340)  fails:413,733  wrgs:901,187  wck:1268.8  ngds:3,452  sols:27  bounds:43..50
    run483  dpts:68..95  robin:FrbaOnDom-Rand  effs:601,238,016  asgs:(860,noefs=16,fails=357)  fails:414,090  wrgs:901,847  wck:1269.6  ngds:3,462  sols:27  bounds:43..50
    run484  dpts:34..55  robin:Wdeg-First  effs:601,942,707  asgs:(1283,noefs=0,fails=375)  fails:414,465  wrgs:902,840  wck:1271.3  ngds:3,470  sols:27  bounds:43..50
    run485  dpts:32..55  robin:PickOnDom-Last  effs:602,355,780  asgs:(1031,noefs=40,fails=394)  fails:414,859  wrgs:903,592  wck:1272.3  ngds:3,477  sols:27  bounds:43..50
    run486  dpts:445..474  robin:WdegOnDom-Rand  effs:604,061,718  asgs:(1802,noefs=0,fails=413)  fails:415,272  wrgs:904,619  wck:1277.6  ngds:3,478  sols:27  bounds:43..50
    run487  dpts:38..67  robin:FrbaOnDom-First  effs:604,466,283  asgs:(995,noefs=69,fails=434)  fails:415,706  wrgs:905,461  wck:1278.5  ngds:3,494  sols:27  bounds:43..50
    run488  dpts:26..40  robin:Wdeg-Last  effs:605,094,595  asgs:(1147,noefs=34,fails=456)  fails:416,162  wrgs:906,308  wck:1279.6  ngds:3,498  sols:27  bounds:43..50
    run489  dpts:26..49  robin:PickOnDom-Rand  effs:605,512,144  asgs:(1084,noefs=9,fails=478)  fails:416,640  wrgs:907,076  wck:1280.3  ngds:3,506  sols:27  bounds:43..50
    run490  dpts:189..216  robin:WdegOnDom-First  effs:606,398,653  asgs:(1883,noefs=28,fails=502)  fails:417,142  wrgs:908,377  wck:1281.7  ngds:3,510  sols:27  bounds:43..50
    run491  dpts:60..96  robin:FrbaOnDom-Last  effs:606,718,128  asgs:(1093,noefs=20,fails=527)  fails:417,669  wrgs:909,123  wck:1282.8  ngds:3,530  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run492  dpts:129..154  robin:Wdeg-Rand  effs:607,712,995  asgs:(1872,noefs=9,fails=554)  fails:418,223  wrgs:910,564  wck:1284.7  ngds:3,533  sols:27  bounds:43..50
    run493  dpts:141..164  robin:PickOnDom-First  effs:608,776,574  asgs:(2382,noefs=3,fails=582)  fails:418,805  wrgs:912,625  wck:1286.7  ngds:3,536  sols:27  bounds:43..50
    run494  dpts:124..151  robin:WdegOnDom-Last  effs:609,688,919  asgs:(1931,noefs=9,fails=611)  fails:419,416  wrgs:913,843  wck:1288.3  ngds:3,542  sols:27  bounds:43..50
    run495  dpts:42..77  robin:FrbaOnDom-Rand  effs:610,605,428  asgs:(1742,noefs=13,fails=641)  fails:420,057  wrgs:915,195  wck:1290.5  ngds:3,549  sols:27  bounds:43..50
    run496  dpts:106..129  robin:Wdeg-First  effs:611,545,932  asgs:(1788,noefs=78,fails=673)  fails:420,730  wrgs:916,582  wck:1292.0  ngds:3,556  sols:27  bounds:43..50
    run497  dpts:81..124  robin:PickOnDom-Last  effs:613,088,428  asgs:(2660,noefs=14,fails=707)  fails:421,437  wrgs:918,649  wck:1296.2  ngds:3,568  sols:27  bounds:43..50
    run498  dpts:159..197  robin:WdegOnDom-Rand  effs:614,380,220  asgs:(3017,noefs=49,fails=742)  fails:422,179  wrgs:920,861  wck:1298.3  ngds:3,575  sols:27  bounds:43..50
    run499  dpts:314..357  robin:FrbaOnDom-First  effs:615,244,881  asgs:(2264,noefs=29,fails=780)  fails:422,959  wrgs:922,419  wck:1300.2  ngds:3,584  sols:27  bounds:43..50
    run500  dpts:55..90  robin:Wdeg-Last  effs:617,502,834  asgs:(2943,noefs=5,fails=819)  fails:423,778  wrgs:924,655  wck:1306.9  ngds:3,586  sols:27  bounds:43..50
    run501  dpts:51..86  robin:PickOnDom-Rand  effs:618,131,265  asgs:(1908,noefs=96,fails=860)  fails:424,638  wrgs:926,078  wck:1308.0  ngds:3,591  sols:27  bounds:43..50
    run502  dpts:950..974  robin:WdegOnDom-First  effs:619,313,134  asgs:(4023,noefs=68,fails=903)  fails:425,541  wrgs:928,411  wck:1309.8  ngds:3,597  sols:27  bounds:43..50
    run503  dpts:95..124  robin:FrbaOnDom-Last  effs:619,915,379  asgs:(2016,noefs=29,fails=948)  fails:426,489  wrgs:929,718  wck:1311.2  ngds:3,616  sols:27  bounds:43..50
    run504  dpts:48..72  robin:Wdeg-Rand  effs:621,434,690  asgs:(2700,noefs=8,fails=995)  fails:427,484  wrgs:931,813  wck:1313.8  ngds:3,621  sols:27  bounds:43..50
    run505  dpts:47..83  robin:PickOnDom-First  effs:622,744,189  asgs:(3260,noefs=33,fails=1045)  fails:428,529  wrgs:934,705  wck:1316.6  ngds:3,629  sols:27  bounds:43..50
    run506  dpts:160..197  robin:WdegOnDom-Last  effs:624,238,816  asgs:(3586,noefs=74,fails=1097)  fails:429,626  wrgs:937,174  wck:1319.0  ngds:3,644  sols:27  bounds:43..50
    run507  dpts:119..166  robin:FrbaOnDom-Rand  effs:625,202,713  asgs:(2626,noefs=38,fails=1152)  fails:430,778  wrgs:939,120  wck:1321.7  ngds:3,653  sols:27  bounds:43..50
    run508  dpts:32..50  robin:Wdeg-First  effs:627,075,033  asgs:(3046,noefs=0,fails=1210)  fails:431,988  wrgs:941,613  wck:1324.8  ngds:3,663  sols:27  bounds:43..50
    run509  dpts:31..58  robin:PickOnDom-Last  effs:628,044,584  asgs:(2817,noefs=152,fails=1270)  fails:433,258  wrgs:943,644  wck:1327.1  ngds:3,666  sols:27  bounds:43..50
    run510  dpts:640..676  robin:WdegOnDom-Rand  effs:629,957,860  asgs:(4839,noefs=105,fails=1334)  fails:434,592  wrgs:946,721  wck:1330.3  ngds:3,671  sols:27  bounds:43..50
    run511  dpts:44..133  robin:FrbaOnDom-First  effs:631,834,611  asgs:(3945,noefs=129,fails=1400)  fails:435,992  wrgs:950,140  wck:1335.8  ngds:3,680  sols:27  bounds:43..50
    run512  dpts:29..52  robin:Wdeg-Last  effs:634,433,401  asgs:(4238,noefs=24,fails=1470)  fails:437,462  wrgs:953,240  wck:1341.6  ngds:3,688  sols:27  bounds:43..50
    run513  dpts:25..53  robin:PickOnDom-Rand  effs:635,767,758  asgs:(3709,noefs=13,fails=1544)  fails:439,006  wrgs:955,867  wck:1343.9  ngds:3,696  sols:27  bounds:43..50
    run514  dpts:594..620  robin:WdegOnDom-First  effs:638,145,277  asgs:(7061,noefs=13,fails=1621)  fails:440,627  wrgs:960,791  wck:1347.6  ngds:3,701  sols:27  bounds:43..50
    run515  dpts:44..97  robin:FrbaOnDom-Last  effs:639,220,070  asgs:(3265,noefs=132,fails=1702)  fails:442,329  wrgs:963,167  wck:1350.2  ngds:3,733  sols:27  bounds:43..50
    run516  dpts:27..50  robin:Wdeg-Rand  effs:641,732,986  asgs:(4951,noefs=1,fails=1787)  fails:444,116  wrgs:967,004  wck:1355.0  ngds:3,741  sols:27  bounds:43..50
    run517  dpts:46..99  robin:PickOnDom-First  effs:643,999,392  asgs:(5924,noefs=24,fails=1877)  fails:445,993  wrgs:972,329  wck:1360.1  ngds:3,748  sols:27  bounds:43..50
    run518  dpts:538..584  robin:WdegOnDom-Last  effs:646,995,968  asgs:(6406,noefs=122,fails=1971)  fails:447,964  wrgs:976,655  wck:1364.6  ngds:3,753  sols:27  bounds:43..50
    run519  dpts:39..85  robin:FrbaOnDom-Rand  effs:648,782,202  asgs:(4399,noefs=136,fails=2069)  fails:450,033  wrgs:980,104  wck:1369.8  ngds:3,769  sols:27  bounds:43..50
    run520  dpts:31..58  robin:Wdeg-First  effs:652,108,410  asgs:(5453,noefs=2,fails=2173)  fails:452,206  wrgs:984,736  wck:1375.0  ngds:3,777  sols:27  bounds:43..50
    run521  dpts:45..83  robin:PickOnDom-Last  effs:653,923,171  asgs:(5303,noefs=269,fails=2281)  fails:454,487  wrgs:988,571  wck:1379.1  ngds:3,797  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run522  dpts:125..160  robin:WdegOnDom-Rand  effs:658,440,073  asgs:(8257,noefs=11,fails=2396)  fails:456,883  wrgs:994,379  wck:1386.2  ngds:3,803  sols:27  bounds:43..50
    run523  dpts:43..122  robin:FrbaOnDom-First  effs:662,602,369  asgs:(7196,noefs=234,fails=2515)  fails:459,398  wrgs:1,000,289  wck:1397.5  ngds:3,808  sols:27  bounds:43..50
    run524  dpts:122..154  robin:Wdeg-Last  effs:667,627,141  asgs:(7718,noefs=4,fails=2641)  fails:462,039  wrgs:1,006,357  wck:1406.8  ngds:3,813  sols:27  bounds:43..50
    run525  dpts:125..160  robin:PickOnDom-Rand  effs:673,251,359  asgs:(10245,noefs=4,fails=2773)  fails:464,812  wrgs:1,014,894  wck:1418.0  ngds:3,816  sols:27  bounds:43..50
    run526  dpts:155..205  robin:WdegOnDom-First  effs:678,121,485  asgs:(10644,noefs=290,fails=2912)  fails:467,724  wrgs:1,023,025  wck:1425.6  ngds:3,820  sols:27  bounds:43..50
    run527  dpts:410..435  robin:FrbaOnDom-Last  effs:680,204,750  asgs:(6329,noefs=538,fails=3058)  fails:470,782  wrgs:1,027,790  wck:1429.0  ngds:3,839  sols:27  bounds:43..50
    run528  dpts:77..101  robin:Wdeg-Rand  effs:685,176,595  asgs:(8306,noefs=249,fails=3210)  fails:473,992  wrgs:1,034,526  wck:1436.5  ngds:3,845  sols:27  bounds:43..50
    run529  dpts:78..110  robin:PickOnDom-First  effs:692,361,871  asgs:(12994,noefs=10,fails=3371)  fails:477,363  wrgs:1,046,212  wck:1452.2  ngds:3,851  sols:27  bounds:43..50
    run530  dpts:926..956  robin:WdegOnDom-Last  effs:695,657,269  asgs:(10994,noefs=186,fails=3540)  fails:480,903  wrgs:1,053,494  wck:1457.2  ngds:3,857  sols:27  bounds:43..50
    run531  dpts:94..118  robin:FrbaOnDom-Rand  effs:697,952,996  asgs:(7168,noefs=385,fails=3717)  fails:484,620  wrgs:1,059,188  wck:1461.0  ngds:3,879  sols:27  bounds:43..50
    run532  dpts:55..203  robin:Wdeg-First  effs:707,521,863  asgs:(13947,noefs=2,fails=3902)  fails:488,522  wrgs:1,070,350  wck:1484.7  ngds:3,887  sols:27  bounds:43..50
    run533  dpts:33..59  robin:PickOnDom-Last  effs:710,740,049  asgs:(9330,noefs=318,fails=4098)  fails:492,620  wrgs:1,077,003  wck:1489.8  ngds:3,901  sols:27  bounds:43..50
    run534  dpts:161..216  robin:WdegOnDom-Rand  effs:717,651,697  asgs:(14894,noefs=8,fails=4303)  fails:496,923  wrgs:1,087,891  wck:1501.2  ngds:3,908  sols:27  bounds:43..50
    run535  dpts:121..166  robin:FrbaOnDom-First  effs:722,356,122  asgs:(11351,noefs=389,fails=4518)  fails:501,441  wrgs:1,097,538  wck:1513.5  ngds:3,922  sols:27  bounds:43..50
    run536  dpts:47..77  robin:Wdeg-Last  effs:728,883,192  asgs:(12741,noefs=58,fails=4744)  fails:506,185  wrgs:1,107,184  wck:1525.7  ngds:3,928  sols:27  bounds:43..50
    run537  dpts:63..120  robin:PickOnDom-Rand  effs:735,153,565  asgs:(14798,noefs=59,fails=4981)  fails:511,166  wrgs:1,119,251  wck:1545.1  ngds:3,937  sols:27  bounds:43..50
    run538  dpts:942..986  robin:WdegOnDom-First  effs:744,045,155  asgs:(20520,noefs=384,fails=5230)  fails:516,396  wrgs:1,135,088  wck:1558.6  ngds:3,942  sols:27  bounds:43..50
    run539  dpts:62..127  robin:FrbaOnDom-Last  effs:749,125,734  asgs:(11896,noefs=479,fails=5491)  fails:521,887  wrgs:1,144,156  wck:1574.1  ngds:3,955  sols:27  bounds:43..50
    run540  dpts:35..59  robin:Wdeg-Rand  effs:756,482,697  asgs:(12643,noefs=354,fails=5766)  fails:527,653  wrgs:1,154,053  wck:1585.0  ngds:3,964  sols:27  bounds:43..50
 ...resetting restart cutoff to 80
    run541  dpts:35..51  robin:PickOnDom-First  effs:756,598,235  asgs:(265,noefs=0,fails=80)  fails:527,733  wrgs:1,154,241  wck:1585.3  ngds:3,971  sols:27  bounds:43..50
    run542  dpts:155..182  robin:WdegOnDom-Last  effs:756,697,445  asgs:(405,noefs=6,fails=84)  fails:527,817  wrgs:1,154,410  wck:1585.5  ngds:3,984  sols:27  bounds:43..50
    run543  dpts:57..69  robin:FrbaOnDom-Rand  effs:756,837,336  asgs:(258,noefs=12,fails=88)  fails:527,905  wrgs:1,154,580  wck:1586.0  ngds:3,990  sols:27  bounds:43..50
